year,age,maritl,race,education,jobclass,health_ins,wage
2005,33,1. Never Married,1. White,3. Some College,2. Information,2. No,96.3706528322
2004,39,1. Never Married,1. White,5. Advanced Degree,2. Information,2. No,81.2832532843
2009,44,2. Married,1. White,4. College Grad,2. Information,1. Yes,141.7751723332
2005,38,2. Married,1. White,3. Some College,1. Industrial,1. Yes,141.7751723332
2009,29,2. Married,1. White,4. College Grad,2. Information,1. Yes,112.6488963421
2009,35,1. Never Married,1. White,4. College Grad,1. Industrial,1. Yes,148.4131591026
2005,43,2. Married,1. White,1. < HS Grad,2. Information,1. Yes,
2003,59,2. Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,118.8843593399
2007,28,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,109.6429681403
2003,38,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,81.2832532843
2009,71,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,98.5993438604
2008,41,2. Married,1. White,3. Some College,2. Information,1. Yes,121.4303138226
2006,45,1. Never Married,1. White,5. Advanced Degree,2. Information,1. Yes,196.1252725943
2009,27,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,122.2636738928
2005,40,2. Married,1. White,3. Some College,1. Industrial,1. Yes,154.6852929956
2008,57,2. Married,1. White,4. College Grad,2. Information,1. Yes,118.8843593399
2005,51,2. Married,1. White,2. HS Grad,2. Information,1. Yes,124.7204462429
2008,34,2. Married,2. Black,4. College Grad,2. Information,2. No,123.0896998479
2006,55,2. Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,173.87949331
2008,23,1. Never Married,1. White,3. Some College,2. Information,2. No,27.1405792079
2008,58,2. Married,1. White,3. Some College,2. Information,1. Yes,123.0896998479
2004,54,4. Divorced,1. White,3. Some College,1. Industrial,2. No,104.9215065337
2005,33,1. Never Married,1. White,2. HS Grad,1. Industrial,1. Yes,109.8339856422
2006,23,1. Never Married,1. White,1. < HS Grad,1. Industrial,2. No,65.1108537153
2005,50,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,89.492479518
2006,54,2. Married,2. Black,2. HS Grad,2. Information,2. No,89.492479518
2004,33,2. Married,1. White,4. College Grad,2. Information,1. Yes,127.1157438122
2006,44,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,132.4878211261
2008,57,2. Married,4. Other,1. < HS Grad,1. Industrial,2. No,94.0727147457
2007,40,2. Married,1. White,3. Some College,2. Information,2. No,82.6796372966
2005,27,2. Married,1. White,3. Some College,1. Industrial,1. Yes,101.402052303
2004,38,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,148.4131591026
2004,28,1. Never Married,1. White,2. HS Grad,2. Information,1. Yes,96.934090457
2003,27,2. Married,1. White,2. HS Grad,2. Information,1. Yes,85.383940379
2004,39,2. Married,2. Black,2. HS Grad,1. Industrial,1. Yes,101.8243520757
2003,30,1. Never Married,1. White,3. Some College,1. Industrial,1. Yes,53.0275511165
2003,63,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,123.0896998479
2009,47,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,114.4775211325
2006,32,1. Never Married,1. White,4. College Grad,1. Industrial,2. No,49.5553381215
2009,23,1. Never Married,1. White,2. HS Grad,1. Industrial,2. No,85.383940379
2003,48,1. Never Married,2. Black,2. HS Grad,2. Information,1. Yes,87.9810327856
2005,40,1. Never Married,2. Black,2. HS Grad,1. Industrial,1. Yes,65.1108537153
2003,31,2. Married,1. White,4. College Grad,1. Industrial,2. No,81.2832532843
2003,37,1. Never Married,3. Asian,4. College Grad,1. Industrial,2. No,82.6796372966
2004,50,2. Married,1. White,4. College Grad,2. Information,1. Yes,109.8339856422
2007,54,2. Married,3. Asian,1. < HS Grad,1. Industrial,2. No,65.1108537153
2006,59,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,200.5432623247
2008,28,1. Never Married,1. White,4. College Grad,2. Information,1. Yes,178.5330503802
2004,56,2. Married,1. White,2. HS Grad,2. Information,1. Yes,102.1270009146
2004,40,2. Married,1. White,3. Some College,1. Industrial,1. Yes,141.7751723332
2003,42,2. Married,1. White,5. Advanced Degree,2. Information,2. No,123.908567598
2005,46,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,66.9616443217
2009,28,1. Never Married,1. White,2. HS Grad,1. Industrial,2. No,66.2294082944
2005,50,1. Never Married,1. White,5. Advanced Degree,2. Information,1. Yes,182.0206209635
2003,42,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,141.7751723332
2009,62,2. Married,1. White,2. HS Grad,2. Information,2. No,78.9816745163
2006,60,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,128.6804882206
2008,34,2. Married,1. White,2. HS Grad,1. Industrial,2. No,107.9039238669
2004,34,2. Married,1. White,2. HS Grad,2. Information,2. No,99.6894636985
2005,59,2. Married,1. White,2. HS Grad,2. Information,2. No,81.2832532843
2009,47,5. Separated,1. White,2. HS Grad,1. Industrial,2. No,111.720849361
2009,55,2. Married,1. White,4. College Grad,2. Information,1. Yes,98.5993438604
2009,29,2. Married,1. White,2. HS Grad,1. Industrial,2. No,79.8549003093
2004,41,2. Married,1. White,2. HS Grad,2. Information,1. Yes,109.8339856422
2008,71,2. Married,1. White,1. < HS Grad,2. Information,1. Yes,94.0727147457
2005,25,1. Never Married,1. White,2. HS Grad,1. Industrial,2. No,70.8150386168
2008,51,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,160.6424754083
2009,49,4. Divorced,1. White,5. Advanced Degree,2. Information,1. Yes,151.5914842398
2004,49,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,111.720849361
2006,34,2. Married,3. Asian,4. College Grad,2. Information,1. Yes,78.392466801
2005,48,2. Married,2. Black,2. HS Grad,1. Industrial,2. No,66.2294082944
2005,40,2. Married,1. White,2. HS Grad,1. Industrial,2. No,27.1405792079
2004,33,2. Married,1. White,3. Some College,2. Information,1. Yes,102.8702469332
2006,51,2. Married,1. White,4. College Grad,2. Information,1. Yes,148.4131591026
2006,51,1. Never Married,1. White,3. Some College,2. Information,1. Yes,118.8843593399
2004,34,2. Married,1. White,4. College Grad,2. Information,2. No,137.5901427665
2007,38,2. Married,1. White,1. < HS Grad,1. Industrial,2. No,97.4932940454
2005,49,2. Married,1. White,2. HS Grad,1. Industrial,2. No,111.0144055088
2004,28,1. Never Married,1. White,4. College Grad,2. Information,1. Yes,109.8339856422
2007,31,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,99.6894636985
2006,35,2. Married,1. White,2. HS Grad,2. Information,1. Yes,127.1157438122
2009,53,1. Never Married,1. White,2. HS Grad,1. Industrial,1. Yes,87.9810327856
2009,45,2. Married,1. White,2. HS Grad,1. Industrial,2. No,76.8936025176
2009,38,2. Married,1. White,2. HS Grad,2. Information,1. Yes,103.9024706032
2007,40,2. Married,2. Black,4. College Grad,2. Information,1. Yes,154.6852929956
2004,45,2. Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,130.9821773775
2009,43,2. Married,1. White,3. Some College,1. Industrial,2. No,95.230712567
2003,47,2. Married,1. White,1. < HS Grad,1. Industrial,1. Yes,78.392466801
2005,25,2. Married,1. White,3. Some College,1. Industrial,1. Yes,
2003,33,1. Never Married,2. Black,1. < HS Grad,1. Industrial,2. No,63.9666908301
2009,51,2. Married,1. White,4. College Grad,2. Information,1. Yes,91.6992261117
2005,30,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,99.6894636985
2006,59,2. Married,2. Black,3. Some College,2. Information,1. Yes,108.8745258347
2005,51,2. Married,1. White,4. College Grad,2. Information,1. Yes,109.8339856422
2004,35,2. Married,1. White,2. HS Grad,2. Information,1. Yes,138.2991269209
2007,29,2. Married,1. White,4. College Grad,1. Industrial,2. No,87.9810327856
2008,54,2. Married,1. White,2. HS Grad,2. Information,2. No,78.1551614079
2006,35,2. Married,1. White,2. HS Grad,2. Information,1. Yes,124.7204462429
2005,43,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,138.2991269209
2004,38,2. Married,1. White,3. Some College,1. Industrial,1. Yes,99.6894636985
2003,47,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,94.0727147457
2008,27,1. Never Married,1. White,2. HS Grad,1. Industrial,2. No,61.187526434
2006,56,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,117.1468169148
2006,51,2. Married,2. Black,2. HS Grad,1. Industrial,1. Yes,94.0727147457
2009,54,4. Divorced,1. White,3. Some College,1. Industrial,2. No,86.6951548289
2004,42,2. Married,1. White,3. Some College,1. Industrial,1. Yes,99.6894636985
2003,26,1. Never Married,1. White,3. Some College,1. Industrial,1. Yes,87.9810327856
2006,35,2. Married,1. White,2. HS Grad,1. Industrial,2. No,75.1996281486
2005,28,2. Married,1. White,1. < HS Grad,1. Industrial,1. Yes,82.6796372966
2004,47,2. Married,1. White,4. College Grad,1. Industrial,2. No,81.2832532843
2004,50,2. Married,1. White,4. College Grad,2. Information,1. Yes,127.1157438122
2008,63,2. Married,1. White,4. College Grad,1. Industrial,2. No,136.8763676352
2007,45,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,92.791348081
2005,26,2. Married,1. White,2. HS Grad,2. Information,1. Yes,116.4423183337
2006,26,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,113.5670895698
2006,18,1. Never Married,1. White,1. < HS Grad,1. Industrial,2. No,65.1108537153
2003,48,4. Divorced,1. White,2. HS Grad,1. Industrial,2. No,23.952944479
2003,72,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,189.2441629328
2006,53,2. Married,1. White,3. Some College,1. Industrial,1. Yes,120.5894365304
2007,71,2. Married,2. Black,4. College Grad,2. Information,1. Yes,105.6914475305
2006,36,2. Married,1. White,3. Some College,1. Industrial,1. Yes,118.8843593399
2009,69,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,81.226746312
2003,58,4. Divorced,3. Asian,4. College Grad,2. Information,1. Yes,138.2991269209
2009,52,2. Married,1. White,3. Some College,1. Industrial,1. Yes,118.8843593399
,58,2. Married,2. Black,3. Some College,1. Industrial,1. Yes,123.0896998479
2004,58,2. Married,1. White,3. Some College,1. Industrial,1. Yes,152.2168068271
2007,47,2. Married,1. White,3. Some College,1. Industrial,1. Yes,145.1436011769
2004,32,2. Married,1. White,2. HS Grad,2. Information,1. Yes,104.9215065337
,21,1. Never Married,1. White,2. HS Grad,1. Industrial,2. No,72.1504556816
2005,23,1. Never Married,1. White,2. HS Grad,1. Industrial,2. No,54.5981500331
2005,56,2. Married,2. Black,4. College Grad,1. Industrial,2. No,118.8843593399
2004,55,1. Never Married,3. Asian,3. Some College,2. Information,1. Yes,87.9810327856
2006,60,2. Married,2. Black,2. HS Grad,1. Industrial,2. No,120.9267015444
2003,50,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,101.8243520757
2005,32,2. Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,118.8843593399
2005,40,2. Married,3. Asian,4. College Grad,2. Information,2. No,123.0896998479
2008,25,2. Married,1. White,2. HS Grad,2. Information,1. Yes,127.1157438122
2008,52,2. Married,1. White,5. Advanced Degree,1. Industrial,2. No,149.6950420685
2005,34,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,118.8843593399
2007,49,2. Married,2. Black,,2. Information,1. Yes,104.9215065337
2009,25,1. Never Married,2. Black,5. Advanced Degree,2. Information,1. Yes,118.8843593399
2007,50,2. Married,1. White,4. College Grad,2. Information,2. No,70.4760196469
2005,41,2. Married,1. White,3. Some College,1. Industrial,2. No,86.6951548289
2009,50,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,94.0727147457
2007,39,1. Never Married,1. White,5. Advanced Degree,2. Information,1. Yes,130.9821773775
2008,46,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,118.8843593399
2003,55,2. Married,1. White,4. College Grad,2. Information,1. Yes,109.8339856422
2004,52,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,148.4131591026
2007,48,2. Married,1. White,4. College Grad,2. Information,2. No,123.0896998479
2003,22,1. Never Married,1. White,3. Some College,1. Industrial,2. No,43.735111678
2003,50,4. Divorced,1. White,3. Some College,2. Information,1. Yes,100.0134869247
2008,33,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,87.9810327856
2006,25,2. Married,1. White,3. Some College,2. Information,1. Yes,94.0727147457
2005,26,1. Never Married,1. White,3. Some College,2. Information,1. Yes,104.9215065337
2005,52,2. Married,1. White,2. HS Grad,2. Information,1. Yes,111.720849361
,40,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,133.2323508266
2003,60,2. Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,118.8843593399
2008,66,2. Married,1. White,1. < HS Grad,1. Industrial,1. Yes,81.2832532843
2005,38,2. Married,1. White,3. Some College,2. Information,1. Yes,99.6894636985
2005,46,2. Married,2. Black,3. Some College,1. Industrial,1. Yes,133.2323508266
2004,41,2. Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,158.2946214278
2004,34,2. Married,4. Other,2. HS Grad,1. Industrial,1. Yes,65.1108537153
2003,53,4. Divorced,1. White,4. College Grad,1. Industrial,2. No,81.6352686511
2007,46,2. Married,1. White,4. College Grad,2. Information,1. Yes,141.7751723332
2003,31,4. Divorced,1. White,2. HS Grad,2. Information,1. Yes,154.6852929956
2008,48,5. Separated,1. White,1. < HS Grad,1. Industrial,2. No,64.868969194
2005,49,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,148.4131591026
2003,47,2. Married,1. White,3. Some College,2. Information,1. Yes,99.6894636985
2008,27,1. Never Married,1. White,4. College Grad,1. Industrial,1. Yes,133.2323508266
2005,37,,1. White,3. Some College,2. Information,1. Yes,87.9810327856
2008,18,1. Never Married,1. White,2. HS Grad,1. Industrial,2. No,76.8936025176
2004,48,2. Married,1. White,3. Some College,2. Information,2. No,97.4932940454
2003,46,2. Married,1. White,4. College Grad,2. Information,1. Yes,134.7053751189
2004,42,2. Married,1. White,3. Some College,1. Industrial,1. Yes,147.7667762379
2004,63,2. Married,1. White,2. HS Grad,2. Information,1. Yes,134.7053751189
2004,48,2. Married,1. White,3. Some College,2. Information,1. Yes,117.1468169148
2008,29,2. Married,1. White,3. Some College,1. Industrial,2. No,101.8243520757
2009,48,2. Married,3. Asian,1. < HS Grad,1. Industrial,1. Yes,127.1157438122
2005,56,2. Married,1. White,2. HS Grad,1. Industrial,2. No,134.7053751189
2003,48,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,109.8339856422
2005,47,2. Married,3. Asian,5. Advanced Degree,2. Information,1. Yes,128.6804882206
,27,2. Married,1. White,3. Some College,1. Industrial,1. Yes,63.1888610037
2009,42,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,158.2946214278
2006,45,5. Separated,2. Black,2. HS Grad,2. Information,1. Yes,65.1108537153
2009,40,2. Married,4. Other,1. < HS Grad,1. Industrial,2. No,72.1504556816
2005,40,4. Divorced,1. White,2. HS Grad,2. Information,2. No,50.4066608613
2004,53,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,155.9005061468
2008,55,5. Separated,1. White,1. < HS Grad,1. Industrial,2. No,81.2832532843
2008,30,2. Married,3. Asian,5. Advanced Degree,2. Information,2. No,154.0729972063
2006,33,1. Never Married,1. White,2. HS Grad,2. Information,1. Yes,116.2653240625
2006,41,2. Married,1. White,2. HS Grad,2. Information,1. Yes,99.6894636985
2007,44,2. Married,1. White,1. < HS Grad,1. Industrial,1. Yes,104.9215065337
2004,53,1. Never Married,2. Black,2. HS Grad,1. Industrial,1. Yes,80.5731997057
2005,23,2. Married,1. White,2. HS Grad,1. Industrial,2. No,59.0970640816
2003,48,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,118.8843593399
2008,43,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,276.7784133212
2006,53,2. Married,1. White,3. Some College,1. Industrial,1. Yes,118.8843593399
2006,37,2. Married,1. White,1. < HS Grad,1. Industrial,2. No,92.8958447895
2005,64,2. Married,1. White,3. Some College,1. Industrial,1. Yes,118.8843593399
2007,41,1. Never Married,1. White,3. Some College,1. Industrial,1. Yes,99.6894636985
2004,30,1. Never Married,1. White,1. < HS Grad,1. Industrial,2. No,86.6951548289
2004,37,2. Married,1. White,2. HS Grad,2. Information,1. Yes,75.355679318
2004,37,2. Married,3. Asian,4. College Grad,2. Information,2. No,148.4131591026
2006,27,2. Married,1. White,4. College Grad,2. Information,1. Yes,104.9215065337
2004,44,2. Married,1. White,5. Advanced Degree,1. Industrial,2. No,163.5158639762
2009,26,1. Never Married,1. White,4. College Grad,2. Information,1. Yes,118.8843593399
2009,58,2. Married,1. White,3. Some College,2. Information,1. Yes,145.1436011769
2003,73,2. Married,1. White,1. < HS Grad,1. Industrial,2. No,40.1943705168
2004,42,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,138.2991269209
2006,49,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,127.1157438122
2003,44,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,182.0206209635
2003,26,1. Never Married,1. White,3. Some College,1. Industrial,1. Yes,108.3906400204
2005,43,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,277.601417511
2007,42,2. Married,3. Asian,5. Advanced Degree,2. Information,1. Yes,130.9821773775
2009,54,4. Divorced,1. White,2. HS Grad,1. Industrial,1. Yes,108.8745258347
2007,66,2. Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,99.6894636985
2004,43,2. Married,1. White,4. College Grad,2. Information,1. Yes,272.2947832201
2005,51,5. Separated,1. White,4. College Grad,1. Industrial,1. Yes,112.6488963421
2003,42,1. Never Married,1. White,3. Some College,1. Industrial,1. Yes,123.908567598
2008,41,2. Married,1. White,1. < HS Grad,1. Industrial,1. Yes,115.3750385564
2009,34,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,81.2832532843
2005,29,1. Never Married,1. White,5. Advanced Degree,2. Information,,130.9821773775
2006,33,2. Married,1. White,4. College Grad,2. Information,1. Yes,136.1577108372
2008,62,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,89.2428846645
